okay|0kkay
love|loveeee
love|loveeeee
loves|loveees
lovely|lovelyy
lover|loverr
loves|lovesssss
love|lovex
love|lovey
loving|lovin
last|lst
limited|ltd
love|lubb
lube|lubeee
luck|luci
love|luda
love|luh
luck|luk
liquid|luqid
love|luv
loving|luvin
love|luvv
loving|luvvin
love|lv
level|lvl
levels|lvls
life|lyfe
lying|lyin
like|lyk
lenses|lynseys
like|lyyke
am|m
morning|m0rning
mates|m8s
my|ma
madam|ma'am
mais|maaaaaais
me|maaaae
may|maaaae
mae|maaaae
man|maaaan
man|maaan
make|maake
man|maan
madam|macam
mad|madd
mad|maddd
made|madde
maidens|maddens
mad|madh
made|madh
main|maen
magazine's|mag's
magazine|magazin
my|mah
my|mahh
mai|maiiiiiiii
make|makee
make|maken
making|makin
making|makn
mommy|mamita
mama|mamma
management|managment
manhood|mandoo
man|mann
man|mannn
man|mannnn
man|mannz
matter|matan
matching|matchin
mattress|matress
matter|matta
maximum|max
maybe|mayb
maybe|maybeh
perhaps|mayhaps
main|mayn
many|mayn
man|mayn
man|mayne
amazing|mazing
mcdonald's|mcds
mom|mcm
medium|mdm
mean|meanie
medicines|meds
me|mee
me|meee
me|meeee
me|meeeee
me|meeeeee
me|meeeeeeeeeeeeeeeeeeeeeee
me|meeh
means|meens
met|meeted
meeting|meetin
me|meh
men|mehn
major|mejor
melt|meltdo
member|mem
remember|memba
mingle|menggila
mankind|mengunduh
meant|ment
merchandise|merch
miracle|merecal
messenger|messagner
message|messeage
messing|messin
messing|messinng
mess|messs
metallic|metalic
mention|metiion
meters|metres
manufacture|mfg
management|mgmt
manager|mgr
my|mha
my|mi
miami|miama
midnight|midnite
my|mie
might|mighti
might|mightt
my|mii
minute|miin
mild|milada
million|milion
million|millio
mills|millz
minutes|min
mind|mindyy
mine|mines
minutes|mins
minutes|mintues
minutes|minu
minimum|minum
miss|misc
missing|misin
missing|missin
miss|misss
missy|misssy
miss|misz
might|mite
mitts|mits
mix|mixx
mix|miz
miss|miz
millers|mizlers
missing|mizzin
make|mk
okay|mkay
make|mke
market|mkt
marketing|mktg
mailbox|mlb
million|mln
mind|mnd
managers|mngrs
more|mo
more|moar
mob|mobb
mobbing|mobbin
mobile|moble
mode|mod
modes|moddies
modifications|mods
motherfuckers|mofo's
mom|momz
monday|mon
mandatory|mondatory
montreal|monteal
months|monthss
month|monyh
money|moooney
more|moooreee
more|moore
morning|moornin
more|moreee
morning|morining
morning|morn
morning|mornig
morning|mornin
morning|morningg
morning|morrnin
months|mos
mosquito|moscato
mother|motha
motivation|motiivation
motorcycle|motorcickle
motorcycle|motorcy
mouth|mouf
mouse|mousse
move|mov
moral|moval
november|movember
movie|moviee
movie|moviie
moving|movin
moves|movs
empire|mpire
marathi|mrathi
more|mre
marketing|mrktg
microsoft|msft
message|msg
messages|msgs
asia|msia
meeting|mtg
meetings|mtgs
my|mu
me|mu
much|much1
much|muchh
much|muchhh
music|mucsicc
murderers|muderers
my|muey
may|muey
very|muey
my|muh
mute|muito
summers|mummers
mummy|mummmyyy
murdered|murked
marked|murked
must|mus
music|musicc
music|musik
music|musiq
muscles|mussos
mother|mutha
music|muzik
movie|mv
movements|mvmnts
kiss|mwa
kiss|mwah
my|mye
might|myt
my|myy
ms|mz
and|n
no|n0
nothing|n0thin
into|n2
no|naah
nothing|nada
no|nah
no|nahh
no|nahhh
nice|naice
nigerian|naija
name|nama
national|nat'l
no|naw
no|naww
and|nd
needs|nds
new|ne
web|neb
needing|needin
need|neeed
need|neeeed
need|neeeeed
needs|neeeeeds
next|neext
anyone|neone
her|ner
near|ner
necessary|nes
nothing|nething
nothing|nethng
network|networ
new|neue
never|neva
never|nevah
never|nevr
anyway|neway
new|neww
news|newz
night|nght
nice|nicee
nice|niceee
nice|niceeee
new|nieuw
news|nieuws
niggers|niggaz
nigga|nigggga
negro|nigggga
nigger|nigguh
night|nighhtt
night|nightt
night|nigth
nice|niice
night|niightt
nice|niiice
nice|niiiceeee
nice|niiiiice
nick|nik
night|niqhtt
niggers|niqqas
niggas|niqqz
night|nit
night|nite
night|nitee
nights|nites
number|nmbr
name|nme
nobody's|nobodys
notch|noch
nod|noduh
know|noe
nice|noice
nominations|noms
nonexistent|nonexistant
no|noo
nobody|noobody
nooks|noobs
none|noone
no|nooo
no|noooo
no|nooooo
no|noooooo
no|nooooooo
no|noooooooo
no|nooooooooo
no|noooooooooo
no|noooooooooooo
now|noooow
knows|nos
not|nosk
notebook|notebk
nothing|nothin
nothing|nothinn
nothing|nothinq
nothing|nothinqq
nothing|nothn
not|nots
not|nott
nothing|notting
not|notttt
not|nou
no|nou
now|nou
november|nov
novel|novela
november|novembre
naive|novio
nowhere|nowheree
now|noww
now|nowww
now|nowwww
now|nowwwww
near|nr
no|nr
number|nr
non|nsn
nissan|nsn
nosing|nsync
not|nt
near|ntar
new|nu
go|nua
enough|nuff
nothing|nuffin
nothing|nuffn
no|nuh
now|nuh
number|num
number|numba
number|numbah
numeric|numeri
number|numero
nothing|nun
nursing|nursin
nothing|nuthin
nothing|nuthn
nothing|nutn
nothing|nuttin
nuts|nutz
never|nvr
nevermind|nvrmnd
now|nw
news|nws
next|nxt
name|nyam
night|nyt
nothing|nything
anyway|nyway
okay|oakay
object|obj
obsess|obses
obviously|obv
obviously|obvi
obviously|obvs
occurrence|occurance
o'clock|oclock
odd|od
others|odas
ode|odeeeee
oh|oe
off|offf
officially|offically
official|oficial
of|og
oh|ohh
oh|ohhhh
oh|ohhhhh
oh|ohhhhhh
okay|ohkaay
okay|ohkay
okay|okaaaay
okay|okaae
okay|okaay
okay|okayeee
okay|okayy
okay|okayyy
okay|okayyyyyy
ok|oke
ok|okey
ok|okk
okay|okkaaayyy
ok|okkk
of|olf
also|olso
only|oly
of|om
one|onee
only|onley
only|onli
only|onlyy
only|onlyyyyyyy
on|onn
on|onnn
on|onnnn
don't|ont
to|oo2
disgusting|oogie
oh|ooh
oh|oohhh
oh|oooh
oh|ooohh
oh|ooohhh
oh|ooooooh
off|oouuff
obviously|oovoo
operations|ops
option|optin
ordering|orderin
ordering|ordring
orientation|orentation
organization|org
organize|organise
organizing|organising
organisations|orgs
organizations|orgs
orlando|orlandooooo
other|otha
others|othrs
other|otr
otherwise|ots
to|ots
out|ots
outlaws|outlawz
outrageously|outragesly
out|outt
out|outtie
outs|outtss
out|outtt
out|outy
of|ov
over|ova
over|ove
over|overr
obviously|ovioucly
over|ovr
owned|ownd
anything|owt
you|oya
packing|packin
painting|paintin
pancakes|pankcakes
pants|panto
pants|pantz
parachute|parackhute
paragraph|paragraphh
paradise|parisdise
party|partay
partner|partna
partying|partyin
parties|partys
party|partyy
passing|passin
password|passwd
paul|paull
puppet|pawpawty
peace|payce
paid|payed
paying|payin
peace|pce
pack|pck
packaged|pckged
picture|pct
paid|pd
paradox|pdx
peace|peacerzzz
pedicure|pedi
peed|pee'd
pee|peepee
people|peeps
pushed|peeshed
people|peope
people|peoplee
people|peopleeeee
performance|perf
perfect|perfecto
perfect|perfects
performance|perfomence
performing|performin
permanent|perm
persons|personas
pervert|perv
personal|pessoal
fat|phat
phenomenal|phenominal
puff|phff
philippines|philipines
philosophy|philos
phone|phne
phone|phon
phone|phonee
phone|phoneee
phone|phonne
photographer|photog
phrase|phrame
phoenix|phx
physical|physc
picture|pic
pictures|piccys
picking|pickin
pictures|pics
piercing|piercin
puff|piff
paged|pigeotto
picks|piikz
picked|pikd
piker|pikir
pick|pikk
pirates|pilates
pimping|pimp'n
pineapple|pinaple
pineapple|pinapple
pissed|pissd
pissing|pissin
pictures|pix
pissed|pizaid
people|pl
playing|plaayin
place|plac
planned|planed
planned|plannd
planning|plannin
play|playa
play|playaa
player|playaa
playing|playin
playing|playn
please|pleaaasee
please|pleas
please|pleasee
please|pleaseee
please|pleaseeee
please|pleaseeeee
please|pleaseeeeeee
pleasure|pleaseure
pleasing|pleasin
pleasure|pleasue
please|pleaz
please|pleaze
please|pleease
please|pleeease
please|pleeeeease
please|pleeeese
please|pleez
please|plelase
please|pls
please|plse
plumb|plumba
please|plz
please|plzx
please|plzz
please|plzzz
please|plzzzz
please|plzzzzz
please|plzzzzzz
on|pn
ahead|pnah
point|pnt
poacher|pochero
poke|pok
poker|pok
political|politial
politic|politik
polite|pollite
probably|polly
pomegranate|pomegranite
phones|pones
poop|pooo
poor|pooo
peoples|poples
popping|poppin
popping|popppppping
puppets|poptus
popular|populares
portfolio|portfoli
portugal|portuagal
positive|positief
possession|possesion
post|possstttt
posters|posterous
post|postt
pounding|poundin
payouts|pouts
people|ppl
peoples|ppl's
people's|ppl's
people|pple
please|ppls
peoples|pplz
please|pppplllleeaassee
practically|pract
practical|practicals
practicing|practicin
practice|practise
parents|pram
praying|prayin
preach|preachn
preaching|preachn
appreciate|preciate
pretty|preeetty
preference|pref
preference|preferenc
perform|preform
pregnant|preggo
prepare|prep
press|pres
prescription|presc
presented|prese
present|pressie
press|pressie
presents|pressies
pressure|pressu
pretty|prety
president|prez
profile|prfile
principals|princpls
printing|priniting
principals|prncpls
probably|prob
probably|probabably
probably|probablly
probably|probally
problem|problemo
probably|probly
probably|probs
productions|productionz
professional|prof
professor|prof's
professor|proffesor
profile|profil
professionals|profssnls
program|prog
project|projekt
problems|prolems
probably|prolly
promotion|promocion
prophecy|prophy
proposal|props
portion|prortion
protection|protectin
prove|prov
prayer|pryr
psych|psyc
part|pt
perfect|ptf
points|pts
public|publix
please|pulease
pulling|pullin
pumping|pumpin
punk|punkkkk
purchasing|purchassing
pure|puree
purpose|purps
pushing|pushin
pussy|puss
putting|putin
put|putt
putting|puttin
password|pw
powered|pwd
owned|pwned
pajamas|pyjama
pajamas|pyjamas
stayed|q'd
questioned|q'd
barbequed|q'd
garbage|qarbaqeeeeee
graphic|qarbaqeeeeee
get|qet
gets|qets
cuing|qeueing
giant|qiant
quick|qik
girl|qirl
glass|qlass
queensland|qld
go|qo
going|qoin
going|qoinq
go|qoo
good|qood
got|qot
great|qreat
quarter|qtr
quarters|quaters
queen|queeen
query|quer
castles|quesadillas
quest|queso
quick|quickk
queen|quien
query|quiero
quick|quiick
quite|quita
quitting|quiting
quoting|quotinqq
quiz|qz
are|r
rachel|raachel
racking|rackin
red|rad
radical|radd
rain|rainha
raining|rainin
raining|raininggg
rap|rappe
rapping|rappin
rare|rarr
rating|ratng
reasons|razones
reached|rchd
road|rd
riding|rdg
regarding|rdg
reading|rding
ready|rdy
regarding|re
really|reaalll
reading|readin
ready|readyy
really|reali
really|realli
really|realllyyy
really|reallyyy
really|reallyyyyy
really|realy
repair|reapair
red|reb
rebelled|rebelde
rebounded|rebonded
record|rec
receive|receiv
recently|recentlu
receive|recieve
recommend|recomend
receipt|recpt
recurring|recurrin
ready|redi
ridiculous|rediculous
reds|redz
referring|reffering
reference|refrence
register|reg
registration|registation
rehearsal|rehersal
real|rel
release|rel
relationship|relaionship
related|relat
relaxing|relaxin
really|rele
release|releas
remember|remeber
remember|remem
remember|rememer
reminding|remindin
reenactment|renactment
renting|rentin
represent|repersent
reply|repl
replaced|replacedd
replying|replyinq
reply|replyyyyyyyyyyyy
repping|reppin
request|repuest
request|req
retweet|reretweet
resolution|res
reservation|reservati
reset|resit
responsible|responceble
rest|reste
rest|restt
restaurant|resturant
retarded|retarted
reach|retch
retire|retir
retweeting|retweetin
right|rght
there|rhere
rum|rhum
ride|rideee
ridiculous|ridic
riding|ridin
right|righ
right|righht
right|rightt
right|riiiight
right|riiiiight
ringing|ringin
report|riparte
right|riqht
right|rite
right|ritee
rise|rize
real|rl
really|rlly
really|rly
room|rm
robbing|robbin
rock|roc
rocking|rockin
road|roid
rolling|rollin
wrong|rong
room|roomie
roommates|roomies
routine|rou
row|rou
routine|routi
russia|rsa
retweeted|rt'd
writing|rting
retail|rtl
retweets|rts
rubbers|rubbas
rubbing|rubbin
regrets|rugrats
rules|rulez
remarried|rumoured
running|runnin
revoke|rvc
right|ryt
right|ryte
song|s0ng
self|s3lf
said|saaid
say|saay
sad|sadd
sad|saddd
safe|safeee
said|saidd
said|saiid
sake|sakee
same|samee
same|sameg
sandwich|sammich
samsung|samsunq
sandwich|sandwhich
season|saosin
saturday|sartuday
saturday|satday
satisfied|satified
saturday|saturdayyy
taught|saught
sausage|sausge
saying|sayin
saying|sayn
says|sayss
say|sayy
starbucks|sbux
scantily|scanitly
scary|scarry
scary|scaryyy
school|sch
shed|sched
schedule|sched
scheming|schemin
school|schhool
school|schl
school|schooll
school|schoool
school|schooool
sweet|schweet
science|sci
scientific|scifi
scoop|scoo
shines|scorches
scanned|scranned
scraping|scrapping
scan|scrawny
screaming|screamin
scream|screamo
screen|scrn
season|seaosn
searching|searchin
second|sec
seconds|secondz
seconds|secs
said|sed
sees|see's
see|seee
seems|seeems
seeing|seein
sleepy|seepy
say|seh
scale|sekali
security|sekurity
celebrate|selebi
sales|seleseeee
sells|seleseeee
selling|sellin
semester|sem
swamp|sembuh
sum|semua
sense|sence
sending|sendi
sending|sendin
sneak|senoko
separate|seperate
september|sept
series|serie
series|serius
service|serv
serving|servin
uses|ses
session|sesh
sexy|sexi
says|sez
shit|sh
she'll|sh3ll
shall|sh3ll
shacked|shack'd
shaking|shakin
shall|shal
swallowing|shallowing
share|shareeee
sharing|sharin
chat|shat
shaving|shavin
should|shd
she|shee
sheesh|sheeesh
she's|shes
shit|shet
she|shhh
shit|shhhiiitttt
shit|shid
shit|shiettt
shit|shii
shit|shiiiid
shit|shiiit
shit|shiit
shine|shinee
shining|shinin
shirts|shirtss
shit|shite
shit|shitt
shitting|shittin
shit|shittt
shit|shitttttttt
shit|shiz
shit|shizz
should|shld
show|sho
school|shool
sure|shooo
shooting|shootin
shopper|shoper
shop|shopp
shopping|shoppin
shouldn't|shouldnt
shout|shoutt
showcase|showcse
showing|showin
show|showw
showing|showwing
show|showwwww
short|shrt
shit|sht
shouted|shtted
should|shud
shouldn't|shudnt
should|shuld
should|shuold
shit|shxt
shit|shyt
shit|shyte
shit|shytt
shit|shyyytt
sign|sian
sing|siang
sick|sickk
sick|sickkkk
if|sif
sick|siiiick
sir|siirrrr
sincerely|sincerly
singing|singin
sipping|sippin
sister|sis
sister|sist
sister|sista
sister|sistaa
sitting|sit'n
sixth|sith
situation|sitscation
sitting|sittin
skate|ska
schedule|skedule
scared|skerrd
school|skewl
skills|skillz
school|skl
school|skoo
school|skool
school|skul
slacking|slackin
slack|slackkkkkk
slanging|slangin
slapping|slapin
slapping|slappin
sleep|sleeeep
sleep|sleeep
sleeping|sleepin
slept|slepy
self|slf
slipping|slippiinqq
slipping|slippin
slow|slo
sleep|slp
silver|slvr
some|sm
smacking|smackin
some|sme
somebody|smebody
smelling|smellin
smile|smileeee
smoking|smokin
smoking|smokn
smooth|smoothie
smooth|smoove
something|smth
something|smthg
something|smthin
smashed|smushed
snapping|snappn
since|snc
send|snd
sending|snding
snell|snel
snickers|snickerssss
snoring|snorin
snowing|snowin
senior|snr
snugly|snuggly
sinus|snus
so|so0
so|so0o0
social|soc
socialism|socilism
something|soemething
soliders|soljas
soldiers|soljas
some|som
someone|som1
someone|some1
some|somee
someone's|someones
something|somethig
something|somethin
something|somethingg
something|somethinggg
something|somethink
somewhere|somewhr
somehow|somhow
something|sommethingg
someone|somone
something|somthin
something|somthing
songs|songz
song|sonq
so|soo
soon|soonn
sooner|soonnerr
so|sooo
soon|sooon
so|soooo
so|sooooo
so|soooooo
so|sooooooo
so|soooooooo
so|sooooooooo
so|soooooooooo
so|sooooooooooo
so|soooooooooooo
so|soooooooooooooo
show|soow
sorry|sorri
sorry|sorryyy
so|sou
yes|sou
sounding|soundin
sorry|soz
spaces|spaazzz
spamming|spammin
sporadic|sparatic
space|spaz
space|spazz
spazzing|spazzin
speechless|speachless
special|speacial
speaking|speakin
spend|spen
spending|spendin
spending|spendingg
special|speshulll
special|spesial
spread|sphread
spit|spijt
spilling|spillin
spinning|spinnin
spitting|spittin
spooning|spoonin
suppose|spose
supposed|spose
square|sq
come|sqm
serious|sr's
seniors|sr's
search|src
sorry|srry
seriously|srsly
sorry|sry
street|sstreet
stan|staan
stadium|stadion
statement|staement
stalking|stalkin
standing|standin
standing|standn
starred|starrer
staring|starring
started|startd
start|starti
starting|starti
starting|startin
starving|starvin
stars|starz
status|statuses
staying|stayin
stay|stayy
students|stdnts
stealing|stealin
steam|steem
stepped|steppd
stepping|steppin
staff|stf
something|sth
something|sthingz
sticking|stickin
still|stil
stilettos|stilettoz
stimulus|stim
stinking|stinkin
station|stn
stomach|stomache
stomach|stomatch
stupid|stoopid
stopped|stoped
stopping|stoppin
store|stor
story|stor
stories|storys
stop|stp
strength|str
star|str
straight|str8
straight|straiqht
streamers|stramers
streets|streetz
stressing|stressin
strict|strickd
still|strilla
start|strt
struggle|strug
studio|studo
studying|studyin
stunting|stuntin
stupid|stupidd
stayed|sty'd
studied|sty'd
styled|sty'd
submissions|subsmissions
subscription|subsription
succeed|succed
successfully|succesfully
suck|sucka
sucking|suckin
suck|suckkkk
should|sud
sugar|suga
suing|suin
suck|suka
some|sum
someone|sum1
somebody|sumbdy
somebody|sumbodi
somebody|sumbody
somebody|sumbori
somehow|sumhow
something|summin
some|sumn
someone|sumone
something|sumthin
something|sumthing
something|sumthn
sometimes|sumtimes
something|sumtin
somewhere|sumwhere
somewhere|sumwhr
sent|sunt
sunny|suny
super|sup
super|supa
super|superrrr
supposed|suposed
supposed|supossed
support|supp
super|supr
surprise|suprise
sure|suree
suppose|surpose
successes|sussed
something|suttin
suck|suuck
sun|suuuuuuuunnnn
sucks|sux
service|svc
services|svcs
swing|swang
swapped|swap'd
swear|swea
sweating|sweatin
sweet|sweeeeeeet
sweet|sweeeeeet
sweet|sweeeet
sweet|sweeet
sweeting|sweetiing
sweets|sweetss
swimming|swimmig
sweet|swt
saying|syaing
saying|syg
size|sz
to|t2
to|ta
to|taa
today|taday
tackle|tagal
toggle|tagal
take|tak
taking|takin
taking|takinq
tales|talez
talking|talki
talking|talkin
talking|talkinq
talking|talkn
tomorrow|tamorow
tampons|tapons
retard|tard
yard|tard
that|tat
that's|tats
tattoo|tatt
tattooed|tatted
tattoos|tatts
traffic|taufik
talk|tawk
stay|tay
day|tay
today|tday
tea|teaa
technology|technolo
team|teeammo
television|teevee
the|teh
tail|teil
take|tek
taken|tekken
tell|tel
telling|tellin
telling|telln
tells|tellss
temporary|temp
tendencies|tendancies
tense|tenso
terms|terus
tesco|tes
testing|testin
to|tew
today|tewday
texting|textin
text|textt
text|texxt
they|tgey
toggle|tgl
the|th
though|th0
there|th3
the|th3
the|tha
the|thaa
thing|thang
things|thangs
thanks|thankies
thanksgiving|thanksgivingg
thanks|thankss
thanks|thanksss
thanks|thankx
thankyou|thankyouuuuu
thanks|thankz
thanks|thanx
thanks|thanxs
thanks|thanxx
that's|thas
thats|thass
that's|thass
that's|thats
thats|thatsx
that|thatt
that's|thatz
they|thay
they're|the're
theater|thearter
theater|theaterr
the|thee
the|theee
thief|theif
them|themm
them|themmmmm
then|thenn
there|ther
thoroughly|theraflu
therefore|therfore
that|thet
they're|theyre
this|thia
this|thiis
things|thingsz
things|thingz
thinking|thinkin
thinking|thinkinq
think|thinkk
thinking|thinkn
thing|thinq
this|thiss
this|thiz
think|thk
thanks|thks
them|thm
then|thn
thing|thng
things|thngsz
think|thnk
thank|thnk
thanks|thnks
thanks|thnx
though|tho
things|thongs
though|thoo
though|thoooo
those|thos3
thought|thot
though|thou
though|thouu
there|thr
there's|thr's
thriller|thril
thrill|thril
throw|thro
through|throug
throw|throwa
throwing|throwin
through|thru
thursday|thrus
thrust|thrus
this|ths
that|tht
that's|thts
thats|thtz
thursday|thu
thursday|thurs
though|thw
the|thw
through|thw
thanks|thx
thanks|thxs
they|thy
they|thye
tired|tierd
till|til
time|timee
time|timeee
thing|ting
things|tings
tiny|tini
think|tink
tired|tiredd
this|tis
tight|tite
tickets|tix
tired|tiyad
take|tk
take|tke
thanks|tks
thanks|tkx
told|tld
talk|tlk
talking|tlkin
talking|tlking
talking|tlkn
tomorrow|tmo
tomb|tmob
tomorrow|tmr
tomorrow|tmrrw
tomorrow|tmrw
tomorrow|tmw
the|tne
thanks|tnx
today|toda
today|todaaay
today|todaii
todays|todas
today's|todays
today|todayy
today|todayyy
together|toether
together|togeher
together|togetha
tomorrow|tomarrow
tomorrow|tomm
tomorrow|tommm
tomorrow|tommororw
tomorrow|tommorow
tomorrow|tommorrow
tomorrow|tomo
tomorrow|tomoro
tomorrow|tomorow
tomorrow|tomorro
tomorrow|tomorrw
tomorrow|tomoz
tomorrow|tomr
tomorrow|tomrrow
tomorrow|tomrw
tonight's|tonights
tonight|tonightt
tonight|tonite
too|tooo
too|toooo
took|tooookk
too|tooooo
too|toooooo
to|tooooooo
too|toooooooo
topic|topin
together|toqetherr
totally|totaly
touching|touchin
taught|tought
thought|tought
touch|tounch
toy|toya
to|tp
tom|tpm
try|tr
try|tra
trade|trad
tradition|tradtion
training|trainin
transfered|transferred
transformer|transformar
transfer|transfu
transport|transportttt
treating|treatin
trends|trendz
trickling|trickiling
tricking|trickin
tribe|trife
trained|trinitee
tripping|triphynnnnn
tripping|tripn
tripping|trippen
tripping|trippin
term|trm
topic|tropic
try|trrrrry
true|tru
truck|trucc
true|truee
truly|truely
trust|truss
true|truu
tried|tryed
trying|tryg
trying|tryin
trying|tryingg
trying|tryn
t-shirt|tshir
attack|ttack
track|ttack
tomato|ttmt
that's|tts
today|tuday
studio|tudio
tuesday|tue
tuesday|tues
tuesdays|tuesdayss
tough|tuff
tumbler|tumblr
turning|turnin
turn|turnt
to|tuu
television|tv
that|twat
twitter|twee
sweetheart|tweetheart
tweeting|tweetin
tweeting|tweetn
twice|twic
twiddling|twiddlin
twitter|twiiter
twin|twinn
twitter|twiter
tweets|twits
twitter|twitta
twittering|twitterin
twitter|twitterrrrr
tweet|twt
twitter|twttr
tweet|twvt
texas|tx
text|txt
texting|txtin
texting|txting
texting|txtn
texts|txts
time|tym
time|tyme
you|u
your|u'r
your|uaa
ugh|ugggh
up|uhp
unbelievable|unbeilevable
and|und
unread|undead
under|undef
understand|undrstnd
unforgettable|unforgetable
university|uni
unique|uniique
university|univ
do|uo
to|uo
out|uo
upcoming|upcomming
upgrading|upgrade'n
upgrading|upgradin
up|upp
up|uppp
up|upppp
your|ur
your's|ur's
urgent|urgt
urethra|urithra
irks|urks
hurts|urks
yours|urs
yourself|urself
ourself|urslef
yours|urss
worth|urthe
yours|urz
scan|uscan
using|usin
us|uss
upstream|ustream
using|usuing
united|utd
youtube|utube
you|uu
ugh|uughh
um|uumm
your|uur
you|uuu
up|uuup
you|uuuu
you|uuuuuuu
universe|uverse
usually|uysualy
vacation|vacay
vacancy|vacay
vacuum|vaccuum
vagina|vag
vice|vce
have|ve
vegetarian|veg
vegas|vegass
vegetarian|vegeterian
vegetables|veggies
very|vere
virginity|verginity
version|versi
very|veryy
veterans|vetera
veteran|vetera
video|vid
videos|vids
viewer|viewwer
virgin|virgiin
visual|vis
visited|visted
vocabulary|vocab
volume|vol
volume|vom
for|voor
viral|vooral
very|vry
vintage|vtg
with|w
wait|w8
was|wa
way|waaaay
wankers|waaankersssss
way|waaay
want|waanntt
watching|wachin
watching|waching
was|wad
warm|wahm
what|waht
wait|waiiiit
wait|waiiit
waiting|waiittin
waiting|waitin
waiting|waitinq
waiting|waitn
wake|waka
wake|wakee
waking|wakin
walking|walkin
want|wannt
wants|want's
wanted|wantd
wanting|wantin
want|wantt
want|wanttttt
wares|warez
wasn't|wasn
wasn't|wasnt
was|wass
wasted|wastedddddd
what|wat
watch|watc
watching|watchin
watching|watchinq
watching|watchn
whatever|wateva
whatever|watever
what's|wats
what|watt
way|wayy
way|wayyy
way|wayyyy
was|waz
would|wd
wear|wea
weeks|weakass
wearing|wearin
website|websi
website|websitee
wednesday|weds
we|weee
weed|weeeeeed
weekend|weeknd
weight|weighh
weird|weirddd
well|wel
welcome|welcom
welcome|welcomee
well|welll
when|wen
were|wer
weird|werdd
weren't|werent
work|werk
weaken|werken
foster|wfoster
wet|wft
with|wh
what|wha
what|whaa
what|whaaa
what|whaaaaaat
what|whaaaaat
what|whaaaat
what|whaaaatttttt
what|whaaat
what|whaat
what|whaht
was|whas
whatever|whatev
whatever|whateva
whatever|whateverrrrr
whatever|whatevs
what|whatt
what|whattt
what|whattttt
what's|whatz
we|whe
when|whe
wheelchair|wheelchr
when|whem
when|whennn
when's|whens
where|wher
where|whereeee
whereas|wheres
where|wherre
whether|whethr
what|whhaaatttt
while|whilee
white|whiteee
whiteman|whitman
when|whn
when|whne
who|whoaa
whoever's|whoevers
whole|whol
whole|wholee
whole|whooolee
whom|whooomp
whooping|whoopin
who's|whoz
where|whr
what|wht
whatever|whtever
what's|whts
what|whut
what|whuuuuuuttttt
why|whyy
why|whyyy
why|whyyyy
which|wich
with|wid
with|widd
weird|wierd
with|wif
wife|wifey
with|wiff
with|wih
wish|wih
without|wihout
with|wiht
wait|wiit
with|wiith
will|wil
wilding|wildin
will|willl
will|wilst
winning|winnin
with|wird
weird|wird
wish|wishh
wishing|wishin
whiskey|wiskey
with|wit
with|withe
with|withh
with|witht
without|witout
with|witt
with|wiv
wizard|wizzard
week|wk
weekend|wkend
weekend|wknd
weekends|wknds
weeks|wks
will|wl
would|wld
wondering|wndering
wandering|wndering
want|wnt
wanted|wnted
wants|wnts
woman's|womans
wonderful|wonderfull
wondering|wonderin
wondering|wonderinf
wonder|wondern
what|wooot
wow|woowww
whopper|wopper
world|wordd
word|worddd
word|wordddd
words|wordz
working|workin
work|workk
working|workn
work|worky
works|worky
world|worlddd
world|worldddd
world|worldw
worried|worri3d
worst|worstttttt
was|wos
what|wot
what's|wots
would|wouldn
wouldn't|wouldnt
wow|woww
wow|wowww
were|wr
workable|wrbl
word|wrd
words|wrds
words|wrdss
were|wre
writing|writin
written|writted
writing|writting
work|wrk
worked|wrkd
worked|wrked
worry|wrry
worst|wrst
was|ws
wasn't|wsnt
what|wt
watch|wtch
would|wud
wouldn't|wudnt
would|wuld
won't|wun
won't|wunt
wont|wunt
want|wunt
wanted|wunted
was|wus
what|wut
whats|wuts
love|wuvv
was|wuz
we|wx
christmas|x'mas
excellent|xcellent
exclusive|xclusiv
christmas|xmas
christmas|xmass
expensive|xpensive
explain|xplain
extra|xtra
kiss|xxxxxxxxxxxxxxx
why|y
yeah|y3a
you|ya
you|yaa
you|yaaa
yes|yaaa
yes|yaaaaaaaaaaaaaa
yay|yaaaay
away|yaaaay
yay|yaaay
yacking|yackin
yeah|yahh
yeah|yahhh
yahoo|yahooo
was|yas
yourself|yaself
way|yayyyy
yay|yayyyyy
yards|yds
you|ye
yeah|yea
yeah|yeaa
yeah|yeaaa
yeah|yeaaaa
yeah|yeaaaaaaa
yea|yeaaaaaaa
yes|yeaaaaaaa
yeah|yeaaaaaaaaah
yeah|yeaaah
yeah|yeaaahhhhhh
yeah|yeaah
yes|yeaah
yeah|yeahh
yeah|yeahhh
yeah|yeahhhh
yeah|yeahhhhh
years|yearrssss
yeah|yeeaaa
yeah|yeeaaahhhh
yeah|yeeah
you|yeeee
yes|yeeeeeeeeees
yet|yeg
yes|yeg
yes|yeh
yeah|yehh
yes|yepp
your|yer
yes|yess
yes|yesss
yes|yessss
yes|yesssss
yes|yessssss
yes|yesssssss
yes|yessssssss
yet|yett
you|yewww
you|yhu
young|yng
you|yo
you|yoo
you|yooo
you|yoooo
you|yooooo
you|yoooooh
you|yooooooou
you|yoooou
you|yooou
you|yoou
you|yor
yourself|yoself
you'll|you'l
you'd|youd
you|youh
you'll|youll
yourself|youreself
you|yous
you|youu
you|youuu
you|youuuu
you|youuuuu
you|youuuuuu
your|yow
you|yow
you|yoww
you|ypu
year|yr
